InstrStartPage.started,InstrStartPage.stopped,participant,designid,prolificid,Gender,Age,date,expName,psychopyVersion,OS,frameRate,ratio_monitor2CRT,VirtualChinrest.started,VirtualChinrest.stopped,xRes,yRes,viewingdistance_cm,pixeldensity_px2mm,BallPos,squarePos,mm2degree,px2degree,CRT_px2degree,PassVirtualChinrest,foveaRadius_inPixel,InstrRedo.started,InstrRedo.stopped,VirtualChinrest_Redo.started,VirtualChinrest_Redo.stopped,Redo_virtualChinrest,Instruction1.started,Instruction1.stopped,keyPractice.started,keyPractice.stopped,key_keyprac.keys,key_keyprac.corr,key_keyprac.rt,key_keyprac.duration,keyPracFeedback.started,keyPracFeedback.stopped,keyPracLoop.thisRepN,keyPracLoop.thisTrialN,keyPracLoop.thisN,keyPracLoop.thisIndex,keyPracLoop.ran,phase,block,trial,targOrientdeg,targOrient,corrAnswer,Instruction2.started,Instruction2.stopped,Instruction3.started,Instruction3.stopped,fixation.started,fixation.stopped,fixationSize,mouseintial.x,mouseintial.y,mouseintial.leftButton,mouseintial.midButton,mouseintial.rightButton,mouseintial.time,mouseintial.clicked_name,greenFixation.started,greenFixation.stopped,trial.started,trial.stopped,letterSize,apertureSize,searchsize,key_respMain.keys,key_respMain.corr,key_respMain.rt,key_respMain.duration,trialFeedback.started,trialFeedback.stopped,trialsPractice.thisRepN,trialsPractice.thisTrialN,trialsPractice.thisN,trialsPractice.thisIndex,trialsPractice.ran,targetQuad,Tcondition,targcell,tlocx,tlocy,d1x,d1y,d2x,d2y,d3x,d3y,d4x,d4y,d5x,d5y,d6x,d6y,d7x,d7y,d8x,d8y,d9x,d9y,d10x,d10y,d11x,d11y,d1Orient,d2Orient,d3Orient,d4Orient,d5Orient,d6Orient,d7Orient,d8Orient,d9Orient,d10Orient,d11Orient,CheckInstr.started,CheckInstr.stopped,key_checkInstr.keys,key_checkInstr.corr,key_checkInstr.rt,key_checkInstr.duration,CheckInstr_FB.started,CheckInstr_FB.stopped,Instruction_MainExp.started,Instruction_MainExp.stopped,TakeABreak.started,TakeABreak.stopped,key_respBreak.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,configurationNumber,CCCondition,key_respBreak.rt,key_respBreak.duration,displayTestingPhase.started,displayTestingPhase.stopped,key_respTesting.keys,key_respTesting.corr,key_respTesting.rt,key_respTesting.duration,TakeABreak2.started,TakeABreak2.stopped,key_RespBreak.keys,Testingtrials.thisRepN,Testingtrials.thisTrialN,Testingtrials.thisN,Testingtrials.thisIndex,Testingtrials.ran,key_RespBreak.rt,key_RespBreak.duration,RecogQuestion.started,RecogQuestion.stopped,key_AnswerQues.keys,key_AnswerQues.rt,key_AnswerQues.duration,Disclose.started,Disclose.stopped,InstrRT.started,InstrRT.stopped,fixation_RT.started,fixation_RT.stopped,mouseInitial.x,mouseInitial.y,mouseInitial.leftButton,mouseInitial.midButton,mouseInitial.rightButton,mouseInitial.time,mouseInitial.clicked_name,displayRT.started,displayRT.stopped,key_respRT.keys,key_respRT.corr,key_respRT.rt,key_respRT.duration,RTtrials.thisRepN,RTtrials.thisTrialN,RTtrials.thisN,RTtrials.thisIndex,RTtrials.ran,EndOfExperiment.started,EndOfExperiment.stopped
,,26,4,${e://Field/PROLIFIC_PID,M,31,2023-11-04_03h43.33.991,MouseEye_CC,2023.2.2,Win32,61.10228523,1.28,,,1536,864,50.284,4.52,"130.65, 146.62, 153.67, 163.02, 140.83, 144.32, 164.48",778.79,8.777104849,39.67251392,27.83653633,Failed,132.9029216,,,,,,,,,,,,,,,,,,,,,training,4,10,0,left,a,,,,,700.7068,701.6546,35.84,3.200012207,0,1,0,0,0.9474,fixationPoint,701.6548,701.7598,701.7598,703.5039,35.84,10240,616.96,a,1,1.7173,,703.5041,703.6927,,,,,,,,88,124,-170,166,16,217,219,169,125,-117,22,-16,126,-126,173,-24,-17,-65,-160,-224,-218,19,-127,169,-32,360,180,360,90,180,180,360,90,90,270,360,,,,,,,,,,,703.6927,703.693,,0,57,57,57,1,8,repeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26,4,${e://Field/PROLIFIC_PID,M,31,2023-11-04_03h43.33.991,MouseEye_CC,2023.2.2,Win32,61.10228523,1.28,,,1536,864,50.284,4.52,"130.65, 146.62, 153.67, 163.02, 140.83, 144.32, 164.48",778.79,8.777104849,39.67251392,27.83653633,Failed,132.9029216,,,,,,,,,,,,,,,,,,,,,training,4,11,180,right,s,,,,,703.6936,704.2759,35.84,-7.200012207,0,1,0,0,0.5821,fixationPoint,704.276,704.3696,704.3698,705.4699,35.84,10240,616.96,s,1,1.0751,,705.47,705.6696,,,,,,,,96,20,-222,28,21,120,66,218,80,-160,70,-68,174,-20,212,-20,-123,-218,-30,-65,-160,211,-168,27,-68,270,270,180,270,360,270,90,180,360,360,90,,,,,,,,,,,705.6697,705.6704,,0,58,58,58,1,12,novel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26,4,${e://Field/PROLIFIC_PID,M,31,2023-11-04_03h43.33.991,MouseEye_CC,2023.2.2,Win32,61.10228523,1.28,,,1536,864,50.284,4.52,"130.65, 146.62, 153.67, 163.02, 140.83, 144.32, 164.48",778.79,8.777104849,39.67251392,27.83653633,Failed,132.9029216,,,,,,,,,,,,,,,,,,,,,training,4,12,0,left,a,,,,,705.672,706.2354,35.84,-3.200012207,-4,1,0,0,0.5633,fixationPoint,706.2355,706.3362,706.3363,707.9031,35.84,10240,616.96,a,1,1.5416,,707.9033,708.0921,,,,,,,,62,-176,-68,28,21,166,16,69,127,-126,173,-28,64,-70,75,68,-64,27,-27,169,-32,-170,-118,-75,-24,360,180,90,360,180,270,90,180,180,360,180,,,,,,,,,,,708.0922,708.0925,,0,59,59,59,1,10,novel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26,4,${e://Field/PROLIFIC_PID,M,31,2023-11-04_03h43.33.991,MouseEye_CC,2023.2.2,Win32,61.10228523,1.28,,,1536,864,50.284,4.52,"130.65, 146.62, 153.67, 163.02, 140.83, 144.32, 164.48",778.79,8.777104849,39.67251392,27.83653633,Failed,132.9029216,,,,,,,,,,,,,,,,,,,,,training,4,13,0,left,a,,,,,708.093,708.6357,35.84,7.200012207,-4,1,0,0,0.5424,fixationPoint,708.6359,708.7362,708.7363,710.5522,35.84,10240,616.96,a,1,1.7842,,710.5523,710.7521,,,,,,,,39,164,76,-174,115,-160,70,-20,212,-163,-220,-19,-223,-65,-160,68,-64,27,-27,169,-32,72,175,218,80,360,360,180,180,270,270,180,360,270,180,270,,,,,,,,,,,710.7522,710.7526,,0,60,60,60,1,2,repeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26,4,${e://Field/PROLIFIC_PID,M,31,2023-11-04_03h43.33.991,MouseEye_CC,2023.2.2,Win32,61.10228523,1.28,,,1536,864,50.284,4.52,"130.65, 146.62, 153.67, 163.02, 140.83, 144.32, 164.48",778.79,8.777104849,39.67251392,27.83653633,Failed,132.9029216,,,,,,,,,,,,,,,,,,,,,training,4,14,0,left,a,,,,,710.7535,711.4752,35.84,0,3.199981689,1,0,0,0.7215,fixationPoint,711.4754,711.5688,711.569,713.8676,35.84,10240,616.96,a,1,2.2771,,713.8677,714.069,,,,,,,,5,-20,212,28,21,120,66,77,23,-20,-123,-224,-218,-218,-30,20,-222,19,-127,80,-120,-115,218,-117,22,90,180,270,270,90,90,90,180,180,180,180,,,,,,,,,,,714.0692,714.07,,0,61,61,61,1,4,repeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26,4,${e://Field/PROLIFIC_PID,M,31,2023-11-04_03h43.33.991,MouseEye_CC,2023.2.2,Win32,61.10228523,1.28,,,1536,864,50.284,4.52,"130.65, 146.62, 153.67, 163.02, 140.83, 144.32, 164.48",778.79,8.777104849,39.67251392,27.83653633,Failed,132.9029216,,,,,,,,,,,,,,,,,,,,,training,4,15,180,right,s,,,,,714.0711,714.802,35.84,0,4,1,0,0,0.7306,fixationPoint,714.8023,714.9017,714.902,717.0182,35.84,10240,616.96,s,1,2.0831,,717.0184,717.2183,,,,,,,,29,169,125,-20,212,-221,25,-28,64,-218,-30,-75,-24,-19,-223,79,-175,222,-126,16,-173,175,209,212,128,270,360,90,90,360,270,180,270,270,360,360,,,,,,,,,,,717.2184,717.2191,,0,62,62,62,1,14,novel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26,4,${e://Field/PROLIFIC_PID,M,31,2023-11-04_03h43.33.991,MouseEye_CC,2023.2.2,Win32,61.10228523,1.28,,,1536,864,50.284,4.52,"130.65, 146.62, 153.67, 163.02, 140.83, 144.32, 164.48",778.79,8.777104849,39.67251392,27.83653633,Failed,132.9029216,,,,,,,,,,,,,,,,,,,,,training,4,16,180,right,s,,,,,717.2204,717.9512,35.84,1.600036621,2.399993896,1,0,0,0.7304,fixationPoint,717.9513,718.051,718.0511,719.7004,35.84,10240,616.96,s,1,1.6213,,719.7006,719.8893,,,,,,,,63,-116,-73,21,68,212,128,66,72,-221,25,-128,76,-208,172,19,-127,127,-127,163,-120,-121,-18,-72,-128,270,270,90,360,180,180,90,360,270,270,360,,,,,,,,,,,719.8895,721.8739,space,0,63,63,63,1,5,repeated,1.9687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26,4,${e://Field/PROLIFIC_PID,M,31,2023-11-04_03h43.33.991,MouseEye_CC,2023.2.2,Win32,61.10228523,1.28,,,1536,864,50.284,4.52,"130.65, 146.62, 153.67, 163.02, 140.83, 144.32, 164.48",778.79,8.777104849,39.67251392,27.83653633,Failed,132.9029216,,,,,,,,,,,,,,,,,,,,,training,5,1,180,right,s,,,,,721.8749,722.5913,35.84,-2.399963379,-2.399993896,1,0,0,0.7161,fixationPoint,722.5914,722.6833,722.6833,724.2046,35.84,10240,616.96,s,1,1.4999,,724.2046,724.4002,,,,,,,,88,124,-170,166,16,217,219,169,125,-117,22,-16,126,-126,173,-24,-17,-65,-160,-224,-218,19,-127,169,-32,360,180,180,180,90,90,90,90,360,360,90,,,,,,,,,,,724.4004,724.4023,,0,64,64,64,1,8,repeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26,4,${e://Field/PROLIFIC_PID,M,31,2023-11-04_03h43.33.991,MouseEye_CC,2023.2.2,Win32,61.10228523,1.28,,,1536,864,50.284,4.52,"130.65, 146.62, 153.67, 163.02, 140.83, 144.32, 164.48",778.79,8.777104849,39.67251392,27.83653633,Failed,132.9029216,,,,,,,,,,,,,,,,,,,,,training,5,2,0,left,a,,,,,724.4028,724.9662,35.84,-3.200012207,-1.600006104,1,0,0,0.5632,fixationPoint,724.9664,725.066,725.0661,727.166,35.84,10240,616.96,a,1,2.0718,,727.1662,727.3653,,,,,,,,13,-126,173,218,80,161,170,66,72,-70,-67,-220,-68,-121,-18,124,-170,80,-120,127,-127,-116,112,-174,115,360,360,180,180,90,90,180,360,180,360,270,,,,,,,,,,,727.3655,727.366,,0,65,65,65,1,16,novel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26,4,${e://Field/PROLIFIC_PID,M,31,2023-11-04_03h43.33.991,MouseEye_CC,2023.2.2,Win32,61.10228523,1.28,,,1536,864,50.284,4.52,"130.65, 146.62, 153.67, 163.02, 140.83, 144.32, 164.48",778.79,8.777104849,39.67251392,27.83653633,Failed,132.9029216,,,,,,,,,,,,,,,,,,,,,training,5,3,0,left,a,,,,,727.3669,728.1145,35.84,7.200012207,0.799987793,1,0,0,0.7475,fixationPoint,728.1145,728.2147,728.2148,729.3544,35.84,10240,616.96,a,1,1.1164,,729.3545,729.5538,,,,,,,,76,19,-127,175,209,66,72,169,125,-175,164,-128,76,-117,22,-176,-68,-167,-32,-121,-18,163,-120,124,-170,180,90,180,180,180,360,270,90,270,180,360,,,,,,,,,,,729.554,729.5544,,0,66,66,66,1,11,novel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26,4,${e://Field/PROLIFIC_PID,M,31,2023-11-04_03h43.33.991,MouseEye_CC,2023.2.2,Win32,61.10228523,1.28,,,1536,864,50.284,4.52,"130.65, 146.62, 153.67, 163.02, 140.83, 144.32, 164.48",778.79,8.777104849,39.67251392,27.83653633,Failed,132.9029216,,,,,,,,,,,,,,,,,,,,,training,5,4,180,right,s,,,,,729.5552,730.0147,35.84,-4,7.199981689,1,0,0,0.4594,fixationPoint,730.0147,730.1152,730.1153,732.0808,35.84,10240,616.96,s,1,1.9413,,732.0808,732.2816,,,,,,,,25,-16,126,26,217,20,116,72,175,-31,-65,-117,-167,-121,-18,126,-28,209,-208,163,-120,-128,76,-116,112,360,90,180,270,90,360,360,180,270,180,90,,,,,,,,,,,732.2819,732.2824,,0,67,67,67,1,3,repeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26,4,${e://Field/PROLIFIC_PID,M,31,2023-11-04_03h43.33.991,MouseEye_CC,2023.2.2,Win32,61.10228523,1.28,,,1536,864,50.284,4.52,"130.65, 146.62, 153.67, 163.02, 140.83, 144.32, 164.48",778.79,8.777104849,39.67251392,27.83653633,Failed,132.9029216,,,,,,,,,,,,,,,,,,,,,training,5,5,0,left,a,,,,,732.2836,732.7812,35.84,-10.39996338,-8.800018311,1,0,0,0.4972,fixationPoint,732.7814,732.8816,732.8817,734.0142,35.84,10240,616.96,a,1,1.1008,,734.0143,734.2186,,,,,,,,96,20,-222,20,116,69,127,222,168,-221,25,-28,64,-115,218,-72,-128,-224,-218,-209,-164,79,-175,215,-66,180,360,270,180,360,270,270,90,270,180,270,,,,,,,,,,,734.2187,734.2189,,0,68,68,68,1,12,novel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26,4,${e://Field/PROLIFIC_PID,M,31,2023-11-04_03h43.33.991,MouseEye_CC,2023.2.2,Win32,61.10228523,1.28,,,1536,864,50.284,4.52,"130.65, 146.62, 153.67, 163.02, 140.83, 144.32, 164.48",778.79,8.777104849,39.67251392,27.83653633,Failed,132.9029216,,,,,,,,,,,,,,,,,,,,,training,5,6,0,left,a,,,,,734.2193,734.7808,35.84,-2.399963379,-3.200012207,1,0,0,0.5613,fixationPoint,734.7808,734.8807,734.8808,736.355,35.84,10240,616.96,a,1,1.452,,736.3551,736.5529,,,,,,,,63,-116,-73,21,68,212,128,66,72,-221,25,-128,76,-208,172,19,-127,127,-127,163,-120,-121,-18,-72,-128,270,90,180,180,360,180,270,180,270,360,270,,,,,,,,,,,736.553,736.5535,,0,69,69,69,1,5,repeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26,4,${e://Field/PROLIFIC_PID,M,31,2023-11-04_03h43.33.991,MouseEye_CC,2023.2.2,Win32,61.10228523,1.28,,,1536,864,50.284,4.52,"130.65, 146.62, 153.67, 163.02, 140.83, 144.32, 164.48",778.79,8.777104849,39.67251392,27.83653633,Failed,132.9029216,,,,,,,,,,,,,,,,,,,,,training,5,7,180,right,s,,,,,736.5542,737.0799,35.84,3.200012207,3.199981689,1,0,0,0.5254,fixationPoint,737.0801,737.1689,737.1689,740.596,35.84,10240,616.96,s,1,3.4082,,740.5962,740.7968,,,,,,,,62,-176,-68,164,76,217,219,80,222,-174,115,-117,22,-20,212,215,-66,72,-221,174,-70,-170,-118,-24,-17,90,180,180,270,90,180,180,90,270,360,270,,,,,,,,,,,740.7969,740.7974,,0,70,70,70,1,10,novel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26,4,${e://Field/PROLIFIC_PID,M,31,2023-11-04_03h43.33.991,MouseEye_CC,2023.2.2,Win32,61.10228523,1.28,,,1536,864,50.284,4.52,"130.65, 146.62, 153.67, 163.02, 140.83, 144.32, 164.48",778.79,8.777104849,39.67251392,27.83653633,Failed,132.9029216,,,,,,,,,,,,,,,,,,,,,training,5,8,180,right,s,,,,,740.798,741.4174,35.84,-6.399963379,-0.800018311,1,0,0,0.6193,fixationPoint,741.4175,741.513,741.5131,744.6788,35.84,10240,616.96,s,1,3.1399,,744.6789,744.8788,,,,,,,,29,169,125,-175,164,-28,64,-80,213,-163,-220,-169,-161,-75,-24,16,-173,119,-76,126,-28,26,171,26,217,270,360,180,90,180,270,180,90,270,90,180,,,,,,,,,,,744.8789,744.8792,,0,71,71,71,1,14,novel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26,4,${e://Field/PROLIFIC_PID,M,31,2023-11-04_03h43.33.991,MouseEye_CC,2023.2.2,Win32,61.10228523,1.28,,,1536,864,50.284,4.52,"130.65, 146.62, 153.67, 163.02, 140.83, 144.32, 164.48",778.79,8.777104849,39.67251392,27.83653633,Failed,132.9029216,,,,,,,,,,,,,,,,,,,,,training,5,9,0,left,a,,,,,744.88,745.2336,35.84,12.79998779,10.3999939,0,0,1,0.3533,fixationPoint,745.2336,745.3289,745.3289,747.7778,35.84,10240,616.96,a,1,2.4265,,747.7781,747.9782,,,,,,,,5,-20,212,28,21,120,66,77,23,-20,-123,-224,-218,-218,-30,20,-222,19,-127,80,-120,-115,218,-117,22,360,270,180,360,180,90,180,360,90,360,270,,,,,,,,,,,747.9783,747.9786,,0,72,72,72,1,4,repeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26,4,${e://Field/PROLIFIC_PID,M,31,2023-11-04_03h43.33.991,MouseEye_CC,2023.2.2,Win32,61.10228523,1.28,,,1536,864,50.284,4.52,"130.65, 146.62, 153.67, 163.02, 140.83, 144.32, 164.48",778.79,8.777104849,39.67251392,27.83653633,Failed,132.9029216,,,,,,,,,,,,,,,,,,,,,training,5,10,0,left,a,,,,,747.9796,749.0441,35.84,4.799987793,7.199981689,1,0,0,1.0642,fixationPoint,749.0443,749.1444,749.1446,750.3444,35.84,10240,616.96,a,1,1.1675,,750.3446,750.5445,,,,,,,,74,-72,-128,26,171,77,23,218,80,-208,172,-20,212,-70,75,72,-221,211,-168,20,-222,-31,-65,-68,-221,360,270,270,360,270,270,90,360,360,270,90,,,,,,,,,,,750.5445,750.545,,0,73,73,73,1,9,novel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26,4,${e://Field/PROLIFIC_PID,M,31,2023-11-04_03h43.33.991,MouseEye_CC,2023.2.2,Win32,61.10228523,1.28,,,1536,864,50.284,4.52,"130.65, 146.62, 153.67, 163.02, 140.83, 144.32, 164.48",778.79,8.777104849,39.67251392,27.83653633,Failed,132.9029216,,,,,,,,,,,,,,,,,,,,,training,5,11,180,right,s,,,,,750.5459,751.1937,35.84,5.600036621,-6.399993896,1,0,0,0.6475,fixationPoint,751.1938,751.2949,751.295,752.8439,35.84,10240,616.96,a,0,1.5173,,752.8441,756.8434,,,,,,,,38,120,66,-68,174,-30,28,-176,26,-169,-161,-176,-68,-75,-24,80,-120,209,-208,169,-32,169,125,26,171,180,270,90,360,90,360,90,360,180,180,270,,,,,,,,,,,756.8435,756.8659,,0,74,74,74,1,13,novel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26,4,${e://Field/PROLIFIC_PID,M,31,2023-11-04_03h43.33.991,MouseEye_CC,2023.2.2,Win32,61.10228523,1.28,,,1536,864,50.284,4.52,"130.65, 146.62, 153.67, 163.02, 140.83, 144.32, 164.48",778.79,8.777104849,39.67251392,27.83653633,Failed,132.9029216,,,,,,,,,,,,,,,,,,,,,training,5,12,180,right,s,,,,,756.8664,758.043,35.84,-0.799987793,3.199981689,1,0,0,1.1764,fixationPoint,758.0431,758.1427,758.1428,759.9589,35.84,10240,616.96,s,1,1.7935,,759.9592,760.1595,,,,,,,,27,69,127,-160,70,-115,218,-28,64,-224,-218,-169,-161,-219,-120,124,-170,164,-173,174,-70,21,68,161,170,360,180,270,180,270,90,90,180,90,180,360,,,,,,,,,,,760.1597,760.1603,,0,75,75,75,1,1,repeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26,4,${e://Field/PROLIFIC_PID,M,31,2023-11-04_03h43.33.991,MouseEye_CC,2023.2.2,Win32,61.10228523,1.28,,,1536,864,50.284,4.52,"130.65, 146.62, 153.67, 163.02, 140.83, 144.32, 164.48",778.79,8.777104849,39.67251392,27.83653633,Failed,132.9029216,,,,,,,,,,,,,,,,,,,,,training,5,13,0,left,a,,,,,760.1611,760.8753,35.84,-4,-4.800018311,1,0,0,0.7139,fixationPoint,760.8756,760.9753,760.9754,763.1138,35.84,10240,616.96,a,1,2.116,,763.1138,763.3084,,,,,,,,4,-80,213,208,24,120,66,114,216,-116,-73,-70,-67,-72,-128,214,-24,27,-27,119,-76,-210,215,-30,28,360,270,360,360,180,360,180,90,270,360,180,,,,,,,,,,,763.3101,763.3105,,0,76,76,76,1,15,novel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26,4,${e://Field/PROLIFIC_PID,M,31,2023-11-04_03h43.33.991,MouseEye_CC,2023.2.2,Win32,61.10228523,1.28,,,1536,864,50.284,4.52,"130.65, 146.62, 153.67, 163.02, 140.83, 144.32, 164.48",778.79,8.777104849,39.67251392,27.83653633,Failed,132.9029216,,,,,,,,,,,,,,,,,,,,,training,5,14,180,right,s,,,,,763.3111,764.3082,35.84,-4.799987793,-2.399993896,1,0,0,0.9969,fixationPoint,764.3083,764.4085,764.4086,765.5972,35.84,10240,616.96,s,1,1.1677,,765.5972,765.7914,,,,,,,,72,-170,-118,66,72,222,168,169,125,-30,28,-212,69,-117,22,174,-70,68,-64,124,-170,-70,-67,-218,-30,360,360,180,90,360,270,90,360,360,270,270,,,,,,,,,,,765.7915,765.7921,,0,77,77,77,1,6,repeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26,4,${e://Field/PROLIFIC_PID,M,31,2023-11-04_03h43.33.991,MouseEye_CC,2023.2.2,Win32,61.10228523,1.28,,,1536,864,50.284,4.52,"130.65, 146.62, 153.67, 163.02, 140.83, 144.32, 164.48",778.79,8.777104849,39.67251392,27.83653633,Failed,132.9029216,,,,,,,,,,,,,,,,,,,,,training,5,15,180,right,s,,,,,765.7929,766.479,35.84,5.600036621,4.799987793,1,0,0,0.6859,fixationPoint,766.479,766.5742,766.5744,768.041,35.84,10240,616.96,s,1,1.4382,,768.0412,768.2411,,,,,,,,97,72,-221,169,125,175,209,26,171,-20,212,-216,125,-160,70,-176,-68,-170,-118,-169,-161,127,-127,80,-120,180,90,360,90,180,90,360,360,180,90,180,,,,,,,,,,,768.2413,768.2421,,0,78,78,78,1,7,repeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26,4,${e://Field/PROLIFIC_PID,M,31,2023-11-04_03h43.33.991,MouseEye_CC,2023.2.2,Win32,61.10228523,1.28,,,1536,864,50.284,4.52,"130.65, 146.62, 153.67, 163.02, 140.83, 144.32, 164.48",778.79,8.777104849,39.67251392,27.83653633,Failed,132.9029216,,,,,,,,,,,,,,,,,,,,,training,5,16,0,left,a,,,,,768.2433,769.0076,35.84,-9.599975586,3.199981689,1,0,0,0.7641,fixationPoint,769.0077,769.1073,769.1075,770.4911,35.84,10240,616.96,a,1,1.3577,,770.4913,770.6795,,,,,,,,39,164,76,-174,115,-160,70,-20,212,-163,-220,-19,-223,-65,-160,68,-64,27,-27,169,-32,72,175,218,80,180,180,180,270,270,270,90,360,180,270,180,,,,,,,,,,,770.6797,773.5569,space,0,79,79,79,1,2,repeated,2.8527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26,4,${e://Field/PROLIFIC_PID,M,31,2023-11-04_03h43.33.991,MouseEye_CC,2023.2.2,Win32,61.10228523,1.28,,,1536,864,50.284,4.52,"130.65, 146.62, 153.67, 163.02, 140.83, 144.32, 164.48",778.79,8.777104849,39.67251392,27.83653633,Failed,132.9029216,,,,,,,,,,,,,,,,,,,,,training,6,1,180,right,s,,,,,773.5815,774.5568,35.84,-0.799987793,2.399993896,1,0,0,0.975,fixationPoint,774.5569,774.6566,774.6567,776.0568,35.84,10240,616.96,s,1,1.3675,,776.057,776.2565,,,,,,,,63,-116,-73,21,68,212,128,66,72,-221,25,-128,76,-208,172,19,-127,127,-127,163,-120,-121,-18,-72,-128,270,360,90,90,180,270,180,180,360,270,360,,,,,,,,,,,776.2568,776.2596,,0,80,80,80,1,5,repeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26,4,${e://Field/PROLIFIC_PID,M,31,2023-11-04_03h43.33.991,MouseEye_CC,2023.2.2,Win32,61.10228523,1.28,,,1536,864,50.284,4.52,"130.65, 146.62, 153.67, 163.02, 140.83, 144.32, 164.48",778.79,8.777104849,39.67251392,27.83653633,Failed,132.9029216,,,,,,,,,,,,,,,,,,,,,training,6,2,180,right,s,,,,,776.2602,776.873,35.84,12,0.799987793,1,0,0,0.6125,fixationPoint,776.8732,776.9727,776.9729,778.279,35.84,10240,616.96,s,1,1.2833,,778.2791,778.4723,,,,,,,,62,-176,-68,66,72,72,175,121,167,-175,164,-70,75,-73,119,209,-208,27,-68,112,-215,-117,-167,-219,-120,270,90,180,360,270,180,90,180,90,180,90,,,,,,,,,,,778.4725,778.473,,0,81,81,81,1,10,novel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,26,4,${e://Field/PROLIFIC_PID,M,31,2023-11-04_03h43.33.991,MouseEye_CC,2023.2.2,Win32,61.10228523,1.28,,,1536,864,50.284,4.52,"130.65, 146.62, 153.67, 163.02, 140.83, 144.32, 164.48",778.79,8.777104849,39.67251392,27.83653633,Failed,132.9029216,,,,,,,,,,,,,,,,,,,,,training,6,3,0,left,a,,,,,778.474,779.3555,35.84,4,4.799987793,1,0,0,0.8811,fixationPoint,779.3557,779.4555,779.4556,780.2719,35.84,10240,616.96,a,1,0.7879,,780.2721,780.4723,,,,,,,,72,-170,-118,66,72,222,168,169,125,-30,28,-212,69,-117,22,174,-70,68,-64,124,-170,-70,-67,-218,-30,180,180,270,90,180,180,180,90,90,360,270,,,,,,,,,,,780.4725,780.4731,,0,82,82,82,1,6,repeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
